,Epoch index,age_of_view,timeliness,consistence,completeness,queuing_time,transmitting_time,service_time,service_rate
0,,,,,,,,,
1,0,62.76139426803499,52.01713076935177,6.255901303567019,0.41399961013645203,0.07711762219950916,0.006933333333333332,0.08405095553284249,0.0
2,1,73.09048705040968,57.798955168789035,434.1238881944498,0.49457044753086404,0.09995650274954931,0.010366666666666661,0.11032316941621602,0.0
3,2,73.81214813038103,53.362541707648006,993.1454385584585,0.5006233633853152,0.09909639292295401,0.010299999999999997,0.10939639292295401,0.0
4,3,73.00474503221854,55.98914652327156,1185.0875609398904,0.4986258934372967,0.12176834195024526,0.01356666666666666,0.13533500861691194,0.0
5,4,65.8165267869663,50.14897006667236,876.3473027148287,0.4498036062378169,0.11250664122798852,0.01123333333333333,0.12373997456132187,0.0
6,5,96.89759183573241,51.5579667899502,132.3743531445498,0.5603262183235866,0.08895322896464418,0.01286666666666666,0.10181989563131086,0.21077777777777765
7,6,84.69279143526185,53.407690183311495,233.23977033622256,0.5268272863872644,0.09879263905502782,0.009266666666666663,0.10805930572169446,0.13938888888888878
8,7,77.74908041888014,57.71755512708716,967.2321259653575,0.5136529605263159,0.1265271660284245,0.011099999999999994,0.13762716602842454,0.02777777777777778
9,8,77.71263115217232,57.17341434290406,1107.877043494543,0.5171207521117607,0.10720438454385291,0.01146666666666666,0.11867105121051955,0.08638888888888883
10,9,88.5051123373199,54.9487725964992,45.69474809195198,0.5254434576023388,0.08646454157094238,0.009866666666666664,0.09633120823760902,0.019722222222222224
