,Epoch index,age_of_view,timeliness,consistence,completeness,queuing_time,transmitting_time,service_time,service_rate
0,,,,,,,,,
1,0,41.10968168835911,71.47304441672608,3250.2397408358997,0.3620936898976115,1.5421316042317448,0.010399999999999996,1.5525316042317445,0.0
2,1,50.624942103641224,74.80342172499631,3220.334971781431,0.4140439650219062,3.6850144589017106,0.008466666666666666,3.693481125568376,0.0
3,2,37.8602135408741,59.29378625022483,2859.043235288529,0.3271511567589998,2.900039854634652,0.00823333333333333,2.908273187967985,0.0
4,3,55.611815204991046,91.90647991966114,2124.8598149797353,0.43964002011060815,0.1265363053666798,0.006166666666666667,0.13270297203334647,0.027500000000000004
5,4,43.32066094048745,78.59743721090018,3197.095497736716,0.3732691200411788,0.3111247321520923,0.008866666666666662,0.3199913988187593,0.0
6,5,47.5226234788141,79.93329395789632,3508.957273117873,0.3975930424876501,0.1642683104865891,0.009666666666666667,0.17393497715325565,0.0
7,6,41.33477372693986,1340.8443913569197,2666.1623132124905,0.36875253676969355,1.35557187349662,0.006733333333333333,1.3623052068299528,0.0
8,7,42.873598601456855,194.45742757372543,3447.295304734589,0.38262535712290596,5.176307514214296,0.011666666666666657,5.1879741808809605,0.0
9,8,49.649430931956104,69.50984222849686,2865.7556992202267,0.4173479165170342,0.4699229956379701,0.007566666666666669,0.47748966230463663,0.03944444444444444
10,9,37.47689618041131,65.16016924744125,1771.5763186580673,0.3194567192974056,7.10604382606355,0.005566666666666667,7.111610492730223,0.0
