,Epoch index,age_of_view,timeliness,consistence,completeness,queuing_time,transmitting_time,service_time,service_rate
0,,,,,,,,,
1,0,69.20553905281722,1080.835794576806,4129.818311322083,0.360943207282913,0.199575689062931,0.11326666666666672,0.31284235572959823,0.0
2,1,81.50383908740146,909.1332529413438,3749.5069298062813,0.4286693919234357,0.1994836418127239,0.11430000000000003,0.31378364181272467,0.0
3,2,86.84127423155704,865.5839466742265,3603.0405239918946,0.458260268829754,0.19939107463614547,0.11290000000000008,0.31229107463614575,0.0
4,3,81.57036619768789,910.7631883212159,3752.875178696115,0.429032954014939,0.19915385892874976,0.11349999999999996,0.31265385892875014,0.0
5,4,75.14048545354264,970.8402975999727,3914.9701749242286,0.39374382975412403,0.1994635918070485,0.11219999999999997,0.311663591807049,0.0
6,5,77.23679528970365,963.0733381534255,3930.464529953083,0.4055475198412697,0.19970214342173817,0.11323333333333328,0.31293547675507183,0.0
7,6,88.63457691696863,606.4160404834711,3579.4277975777864,0.46793797852474295,0.19953343580123695,0.1149666666666666,0.3145001024679039,0.0
8,7,81.87502360704683,919.0840909155988,3769.567436201565,0.43082052015250544,0.20040943379441958,0.1142,0.31460943379441997,0.0
9,8,83.0718713999812,891.7875938495625,3737.848230766082,0.4374300770308121,0.1998755862097859,0.11183333333333347,0.3117089195431195,0.0
10,9,81.19263084094304,924.1828725005308,3783.8099368999215,0.42727381730469954,0.2002870646744073,0.11389999999999996,0.31418706467440755,0.0
