,Epoch index,age_of_view,timeliness,consistence,completeness,queuing_time,transmitting_time,service_time,service_rate
0,,,,,,,,,
1,0,107.37146437809615,35.73891009678376,269.56899959180157,0.5899439847733962,0.17474341608599014,0.03426666666666663,0.20901008275265676,0.2882222222222221
2,1,112.56741930702829,37.36489720601503,197.6322978081307,0.5986770687192259,0.16667333335561496,0.03099999999999998,0.1976733333556149,0.3510000000000003
3,2,104.79965730578671,35.83053066997691,186.45933764161038,0.5741998533601469,0.17628939496737026,0.03319999999999997,0.20948939496737018,0.19655555555555548
4,3,105.19023668702036,35.222843800779756,178.81616195632301,0.5751719762263877,0.1721824196673549,0.03276666666666665,0.2049490863340215,0.19405555555555554
5,4,106.93632397696571,38.937074756421744,358.7725534093871,0.5997271972036677,0.17621418409673828,0.03329999999999997,0.20951418409673833,0.31983333333333314
6,5,113.60483382474685,36.51244920313893,315.2119210210727,0.6110176660122737,0.17328707988126568,0.03456666666666664,0.20785374654793234,0.37777777777777816
7,6,111.96661446480924,39.93150102621744,441.36033368717113,0.6160565183908311,0.16404237529713933,0.030633333333333308,0.19467570863047268,0.35300000000000004
8,7,107.4099788272413,38.56835190118779,270.9812930613173,0.5970144038242078,0.17521361014365208,0.03153333333333331,0.20674694347698544,0.3099444444444443
9,8,117.87186295036463,34.47704313990394,229.01019592287344,0.6131619600261753,0.18245164903176184,0.03833333333333329,0.22078498236509508,0.4118888888888893
10,9,101.02577768306362,38.51455800821951,350.0029146835396,0.5809283928671181,0.1643711341711276,0.03153333333333331,0.19590446750446086,0.24388888888888877
